Loyalty#,Demographic_Cluster_Name
597837,High-Income East
724626,Low-Income East
957572,Low-Income East
585854,High-Income East
848998,Low-Income East
822305,High-Income West
475172,Low-Income West
906316,Low-Income West
518561,High-Income West
141614,High-Income West
476327,Low-Income East
829863,High-Income East
360805,Low-Income East
659792,Low-Income West
798832,Low-Income East
939961,Low-Income East
501131,High-Income East
837517,Low-Income West
491987,High-Income East
664062,Low-Income East
184466,High-Income East
660119,Low-Income West
361439,High-Income West
178643,High-Income West
636012,High-Income East
714163,High-Income East
911003,Low-Income East
972671,Low-Income West
526736,High-Income East
382149,Low-Income East
383399,Low-Income West
919557,High-Income East
924794,High-Income West
232907,Low-Income East
814748,High-Income West
861696,High-Income East
222702,Low-Income East
890543,Low-Income East
611673,Low-Income West
485742,Low-Income West
933053,Low-Income West
340925,High-Income East
862100,Low-Income East
845227,Low-Income East
135574,Low-Income East
137952,Low-Income West
370066,Low-Income East
921776,Low-Income West
428152,Low-Income West
956843,Low-Income East
180009,Low-Income East
410958,High-Income East
517190,High-Income West
793980,Low-Income East
100272,High-Income East
227274,High-Income West
609971,High-Income West
829861,Low-Income West
277370,High-Income East
503305,High-Income East
735605,High-Income West
509345,High-Income West
575571,High-Income East
890051,High-Income West
711795,Low-Income West
686432,Low-Income West
723457,Low-Income East
507567,High-Income East
251223,Low-Income West
982715,Low-Income East
333799,Low-Income West
159688,High-Income East
641879,High-Income West
695686,High-Income East
441135,High-Income West
509809,Low-Income East
192898,Low-Income West
427388,Low-Income West
473636,Low-Income East
637532,Low-Income East
618329,High-Income East
335365,Low-Income West
445432,Low-Income East
159359,High-Income East
422349,High-Income West
607117,High-Income East
574163,Low-Income East
358513,High-Income East
444661,Low-Income West
877034,Low-Income East
447092,Low-Income East
370877,Low-Income East
385593,Low-Income West
744234,Low-Income East
503560,Low-Income East
561481,Low-Income East
245227,High-Income East
882718,High-Income West
951116,Low-Income East
112393,Low-Income East
716932,Low-Income East
528712,High-Income West
648596,Low-Income East
145192,Low-Income East
192816,Low-Income West
115805,Low-Income East
362055,Low-Income West
763618,Low-Income East
411897,Low-Income East
626973,Low-Income West
914920,Low-Income East
526629,High-Income East
888901,Low-Income West
174803,Low-Income West
560505,Low-Income East
208375,High-Income West
281118,High-Income East
289139,High-Income East
107212,Low-Income West
514145,Low-Income East
172983,Low-Income West
343605,Low-Income East
400404,Low-Income West
961682,Low-Income East
645072,High-Income East
345840,Low-Income East
220802,Low-Income East
543326,Low-Income East
797675,Low-Income West
320042,Low-Income East
622610,Low-Income East
808353,Low-Income West
275846,Low-Income East
559721,Low-Income East
787911,Low-Income West
577156,High-Income East
787763,High-Income West
511483,Low-Income West
830564,Low-Income East
316644,Low-Income East
506776,Low-Income East
876538,Low-Income West
217051,Low-Income East
832597,Low-Income East
804328,Low-Income East
836665,High-Income East
340736,Low-Income West
584426,Low-Income East
805013,Low-Income East
740608,Low-Income West
122456,High-Income West
366599,High-Income East
857914,High-Income East
815718,Low-Income East
597237,Low-Income West
192556,Low-Income East
358384,Low-Income East
636177,Low-Income West
445673,Low-Income West
925767,Low-Income East
542089,Low-Income East
494062,Low-Income East
392098,Low-Income West
336451,Low-Income West
677976,Low-Income East
240942,Low-Income East
221204,Low-Income West
473204,Low-Income East
326823,High-Income East
745769,High-Income West
407924,Low-Income West
206890,Low-Income East
748174,Low-Income East
604724,Low-Income West
225262,Low-Income East
164013,High-Income East
392619,Low-Income East
794136,Low-Income West
405735,High-Income West
941109,High-Income West
691700,Low-Income West
208668,High-Income West
636753,High-Income East
191917,Low-Income West
140208,Low-Income East
179590,Low-Income East
186539,Low-Income East
345099,Low-Income West
745565,Low-Income West
767428,High-Income West
436475,Low-Income East
893549,Low-Income East
751664,Low-Income East
876409,High-Income East
781480,High-Income East
251521,Low-Income East
688902,Low-Income West
488811,Low-Income East
918756,High-Income East
442609,High-Income West
780104,High-Income East
473758,Low-Income West
572066,Low-Income East
689000,Low-Income West
379041,High-Income East
990728,Low-Income East
698443,Low-Income East
500248,Low-Income West
724989,Low-Income West
385092,High-Income West
679075,High-Income East
489335,High-Income West
932261,Low-Income East
354295,Low-Income East
805574,Low-Income West
227808,High-Income West
126239,High-Income East
833317,Low-Income East
884992,Low-Income West
313673,Low-Income East
499518,Low-Income East
466998,High-Income East
753452,Low-Income East
652047,Low-Income West
305807,Low-Income East
152499,Low-Income West
449441,Low-Income East
769346,Low-Income West
150751,High-Income West
548228,Low-Income East
959027,Low-Income West
238649,Low-Income East
196905,High-Income East
114700,Low-Income West
107385,High-Income West
228820,High-Income West
342407,High-Income East
881584,High-Income West
133463,High-Income West
775158,Low-Income East
507008,Low-Income West
123538,High-Income East
187141,Low-Income West
783789,Low-Income West
320784,Low-Income East
485787,Low-Income West
608517,Low-Income East
664856,Low-Income West
819664,Low-Income East
698546,Low-Income East
346532,Low-Income East
302980,Low-Income East
287942,Low-Income East
963644,Low-Income West
199358,Low-Income West
253046,High-Income East
402052,Low-Income East
833891,Low-Income East
192554,Low-Income East
242719,Low-Income East
278568,High-Income West
252082,High-Income East
456177,High-Income West
737519,Low-Income East
412487,Low-Income East
565171,Low-Income East
418470,Low-Income East
266298,High-Income East
551429,High-Income West
172059,Low-Income West
268643,Low-Income East
105063,Low-Income East
620094,Low-Income East
175191,Low-Income East
849705,Low-Income West
695624,Low-Income East
908374,High-Income East
978349,Low-Income East
924031,Low-Income West
213432,High-Income West
248952,High-Income East
296579,Low-Income West
715947,Low-Income West
146839,Low-Income West
186754,Low-Income East
984409,Low-Income East
631051,Low-Income West
148208,High-Income West
539704,High-Income East
852863,Low-Income West
246722,High-Income East
526975,High-Income East
654249,High-Income West
689818,High-Income West
791280,High-Income East
211755,High-Income East
318180,Low-Income West
602150,High-Income East
196514,High-Income West
169270,Low-Income West
767678,High-Income East
212762,Low-Income East
896075,Low-Income East
107141,Low-Income West
124207,High-Income East
496831,High-Income East
985765,Low-Income West
605849,Low-Income East
514395,Low-Income East
595235,Low-Income West
250854,Low-Income West
974265,Low-Income East
517262,Low-Income East
587800,Low-Income West
634269,Low-Income East
735790,High-Income West
861700,Low-Income West
197063,High-Income East
927446,Low-Income West
100585,High-Income West
540011,High-Income East
854243,High-Income West
560528,High-Income East
586401,Low-Income East
857161,High-Income East
777531,High-Income West
841636,High-Income East
229166,Low-Income East
319868,Low-Income West
545010,High-Income East
394321,Low-Income East
732880,High-Income East
686783,Low-Income East
777108,Low-Income West
129328,High-Income West
106038,Low-Income West
355707,Low-Income East
580493,High-Income West
630920,High-Income East
439013,High-Income West
501109,High-Income East
517295,Low-Income West
212579,Low-Income East
711823,Low-Income East
759093,Low-Income West
438641,Low-Income East
743953,Low-Income West
687820,Low-Income West
320996,High-Income West
806196,Low-Income West
188655,High-Income East
547342,High-Income East
819498,High-Income East
568769,High-Income West
873579,Low-Income East
660047,Low-Income East
492367,High-Income East
315482,Low-Income East
121183,Low-Income East
409512,High-Income West
464606,Low-Income East
619916,Low-Income East
435777,Low-Income West
862159,High-Income East
646519,High-Income East
445024,High-Income East
846864,High-Income East
627244,Low-Income West
409984,Low-Income West
765428,Low-Income East
229842,Low-Income East
106637,High-Income East
349278,High-Income East
991084,Low-Income West
234836,High-Income East
277788,High-Income East
330741,High-Income East
341725,High-Income West
390343,High-Income East
673192,High-Income West
954973,High-Income West
381901,Low-Income East
866606,Low-Income West
835508,Low-Income East
723476,High-Income West
274431,Low-Income West
897293,High-Income East
472787,Low-Income East
127496,Low-Income West
317260,Low-Income East
249639,High-Income East
483631,High-Income East
355099,Low-Income East
445073,Low-Income West
216719,Low-Income West
488009,High-Income West
992538,Low-Income West
467382,Low-Income East
425411,High-Income East
536124,High-Income East
420627,Low-Income East
102311,High-Income East
405500,High-Income West
668213,High-Income West
835975,Low-Income West
294728,Low-Income East
373118,Low-Income West
744441,Low-Income West
831035,Low-Income West
887892,Low-Income West
918048,Low-Income East
468945,Low-Income East
692685,Low-Income East
938093,Low-Income West
566737,Low-Income East
733889,High-Income West
679414,Low-Income East
431533,Low-Income East
590485,Low-Income East
816983,Low-Income East
379752,High-Income East
723298,High-Income West
635907,Low-Income West
558469,Low-Income East
132045,Low-Income West
393806,Low-Income East
473409,Low-Income West
369361,Low-Income West
672430,High-Income West
669890,Low-Income West
579847,Low-Income East
889525,Low-Income East
103340,Low-Income West
779291,Low-Income West
225891,High-Income East
360902,High-Income East
573475,High-Income West
657777,High-Income East
528260,Low-Income East
544752,Low-Income West
619840,High-Income East
972787,High-Income East
756867,Low-Income West
509044,Low-Income East
930041,Low-Income East
674281,High-Income East
358255,High-Income West
795908,High-Income East
766969,Low-Income West
975218,High-Income West
491242,High-Income West
526374,High-Income East
545883,High-Income East
528055,Low-Income East
683126,Low-Income East
969924,Low-Income West
296088,High-Income East
