Loyalty#,merged_labels
899543,New travelers
292618,The December Loyals
767416,The September Loyals
398086,The September Loyals
444894,The February Loyals
958687,The June Loyals
474027,New travelers
587378,The September Loyals
664379,The January Average
668968,The September Loyals
798814,The November Loyals
439566,The March Loyals
330433,The October Loyals
951458,The December Loyals
527712,The May Planners
198354,New travelers
675538,The December Loyals
801241,New travelers
805545,The Dormant Browsers
867070,The Q4 Boomerang
415341,The June Loyals
655263,New travelers
699343,The March Loyals
201561,The Autumn Budget
782719,The March Loyals
456360,The January Average
360017,The May Planners
123115,The February Loyals
136022,The December Loyals
140419,The May Planners
263569,The November Loyals
424208,The January Average
576294,The September Loyals
328668,The September Loyals
113864,The Summer-Fall Hybrids
554449,The May Planners
903641,The September Loyals
123784,New travelers
142715,The March Loyals
185815,New travelers
582097,New travelers
763403,The September Loyals
237303,The November Loyals
603446,The November Loyals
675616,The December Loyals
892967,The February Loyals
312568,The March Loyals
848498,New travelers
406287,The Pandemic Drop-offs
294642,The November Loyals
848159,The September Loyals
552747,The Q4 Boomerang
765079,The May Planners
991189,New travelers
392785,The September Loyals
512869,The September Loyals
659400,The November Loyals
648533,The October Loyals
326001,The November Loyals
624528,New travelers
892227,The October Loyals
940249,The May Planners
976330,New travelers
367338,The June Loyals
894919,The January Average
662022,The September Loyals
178540,The September Loyals
827677,The Lost Holiday Drifters
471466,New travelers
879265,The May Planners
264236,The March Loyals
767672,The November Loyals
899958,The September Loyals
170801,The Dormant Browsers
235102,The June Loyals
244475,The September Loyals
178409,The December Loyals
349838,The May Planners
486139,The March Loyals
892022,The March Loyals
992499,New travelers
214878,The September Loyals
743766,The September Loyals
915902,The Autumn Budget
241641,The January Average
838650,The May Planners
911812,The October Loyals
910969,The October Loyals
244414,The December Loyals
780991,New travelers
337983,The March Loyals
705353,The January Average
528809,The September Loyals
728687,New travelers
362642,The November Loyals
739767,The Q4 Boomerang
459735,The February Loyals
237106,The Summer-Fall Hybrids
468067,The September Loyals
955720,The September Loyals
980788,The October Loyals
941679,The May Planners
676639,The February Loyals
482561,The March Loyals
817520,The October Loyals
397242,The Pandemic Drop-offs
868659,New travelers
461559,The Summer-Fall Hybrids
167026,The September Loyals
545638,New travelers
457077,New travelers
120206,New travelers
193564,The December Loyals
312474,The March Loyals
469767,New travelers
656650,The September Loyals
125606,New travelers
625458,The December Loyals
577901,The Lost Holiday Drifters
717459,The September Loyals
887605,New travelers
246059,The Summer-Fall Hybrids
946525,The September Loyals
877152,New travelers
265575,The February Loyals
759417,The October Loyals
811569,The September Loyals
459223,The May Planners
837810,The December Loyals
859821,The November Loyals
145552,The March Loyals
436901,The September Loyals
306331,The November Loyals
241675,The November Loyals
343011,The May Planners
456614,The Q4 Boomerang
460110,The December Loyals
956071,The December Loyals
972298,The February Loyals
952641,The Dormant Browsers
407433,The December Loyals
412402,The September Loyals
426384,The October Loyals
246399,New travelers
495058,The September Loyals
956630,New travelers
707710,New travelers
116372,The March Loyals
708519,The March Loyals
552966,The June Loyals
489609,The Lost Holiday Drifters
735515,The September Loyals
305243,The February Loyals
198075,The May Planners
224842,New travelers
151967,The Dormant Browsers
328323,The Summer-Fall Hybrids
815789,The September Loyals
927401,The October Loyals
258202,The June Loyals
953757,The Q4 Boomerang
744608,The February Loyals
664277,The December Loyals
313860,The February Loyals
534734,The Summer-Fall Hybrids
821739,The June Loyals
130593,The September Loyals
804521,The October Loyals
778310,The February Loyals
395446,The Summer-Fall Hybrids
567219,New travelers
977377,The Pandemic Drop-offs
491122,The September Loyals
288774,New travelers
620446,The November Loyals
388046,The January Average
957377,The Q4 Boomerang
470480,The September Loyals
984968,New travelers
507281,The September Loyals
180925,The December Loyals
879506,The June Loyals
707967,The January Average
434568,The September Loyals
454632,The March Loyals
374293,The Q4 Boomerang
666933,The September Loyals
391673,The September Loyals
677292,New travelers
899271,New travelers
939466,The June Loyals
707023,The October Loyals
697169,The January Average
856818,New travelers
296217,The Autumn Budget
177700,The March Loyals
307178,The May Planners
459936,The September Loyals
508126,The September Loyals
807289,The October Loyals
161180,The November Loyals
169302,The Dormant Browsers
357988,The November Loyals
839412,The Autumn Budget
559657,New travelers
678544,New travelers
145220,The January Average
986507,The Summer-Fall Hybrids
796705,New travelers
235229,The Q4 Boomerang
535327,New travelers
924173,The January Average
986208,The March Loyals
340583,The October Loyals
547442,The Q4 Boomerang
911906,The November Loyals
943380,The March Loyals
982433,The Dormant Browsers
287962,New travelers
292021,The May Planners
476258,The January Average
979053,The November Loyals
798708,The Summer-Fall Hybrids
486200,The Dormant Browsers
645057,The February Loyals
653070,The September Loyals
626560,The Summer-Fall Hybrids
219806,New travelers
805159,The December Loyals
751602,The November Loyals
383656,The May Planners
900726,The November Loyals
787899,New travelers
850034,The March Loyals
477517,The September Loyals
708692,The September Loyals
162166,The June Loyals
503615,The October Loyals
801391,The February Loyals
266953,The Q4 Boomerang
515645,The Dormant Browsers
709595,The October Loyals
503217,The September Loyals
940200,New travelers
637151,The Summer-Fall Hybrids
572927,The Summer-Fall Hybrids
733497,New travelers
550856,The September Loyals
664084,The March Loyals
980145,New travelers
324139,The November Loyals
472356,The September Loyals
156673,The September Loyals
299165,New travelers
988594,New travelers
487799,The Summer-Fall Hybrids
217235,New travelers
194709,The Dormant Browsers
462638,The October Loyals
376969,The February Loyals
496820,The June Loyals
499963,The Summer-Fall Hybrids
834286,The November Loyals
622776,The Dormant Browsers
167335,The September Loyals
421252,The Q4 Boomerang
794552,The November Loyals
180922,The September Loyals
358012,The Q4 Boomerang
937418,The December Loyals
895451,The February Loyals
429292,The December Loyals
822211,The June Loyals
165900,The September Loyals
216683,The June Loyals
718745,The Dormant Browsers
297607,The Autumn Budget
793619,The Q4 Boomerang
393380,The September Loyals
903290,The January Average
994308,The Q4 Boomerang
441128,The March Loyals
857708,The September Loyals
800831,The Summer-Fall Hybrids
264632,The September Loyals
482218,The September Loyals
145177,The June Loyals
186593,The September Loyals
470591,The May Planners
374850,The February Loyals
841456,The November Loyals
746796,The Lost Holiday Drifters
677751,The December Loyals
963523,The June Loyals
279231,The Autumn Budget
187291,The Dormant Browsers
407377,The September Loyals
822765,The May Planners
764980,The May Planners
522408,The November Loyals
703278,New travelers
696826,The October Loyals
161276,The November Loyals
235585,New travelers
534972,The March Loyals
439819,The March Loyals
221993,Holiday Travelers
810899,The September Loyals
298280,The November Loyals
587769,New travelers
424100,The Summer-Fall Hybrids
332077,The Dormant Browsers
755337,The November Loyals
465980,The Q4 Boomerang
713831,The September Loyals
747609,The Summer-Fall Hybrids
706199,The Q4 Boomerang
763797,The June Loyals
333213,The June Loyals
581668,The May Planners
550519,The Summer-Fall Hybrids
781219,The September Loyals
920657,The Q4 Boomerang
589818,The Lost Holiday Drifters
472589,The June Loyals
128611,The September Loyals
596674,The October Loyals
702809,The Autumn Budget
183748,The November Loyals
910056,The November Loyals
427919,The January Average
205658,The March Loyals
870022,The October Loyals
853039,The Summer-Fall Hybrids
495168,The May Planners
113877,The November Loyals
540715,The Q4 Boomerang
628860,The February Loyals
953420,The Dormant Browsers
349470,New travelers
927339,The October Loyals
647684,The February Loyals
555205,The June Loyals
633330,The September Loyals
525246,The November Loyals
777231,The September Loyals
329364,The February Loyals
445427,New travelers
997478,The September Loyals
977916,The October Loyals
378454,The May Planners
927848,The March Loyals
287023,The Summer-Fall Hybrids
362541,The October Loyals
365404,The December Loyals
377375,New travelers
652636,New travelers
333825,The December Loyals
848615,The January Average
869672,New travelers
606962,The Summer-Fall Hybrids
970102,The October Loyals
157092,The February Loyals
657118,The March Loyals
462355,The March Loyals
559016,The October Loyals
996152,The Dormant Browsers
995777,The September Loyals
845782,The October Loyals
908844,The January Average
121605,The September Loyals
305618,New travelers
711552,The May Planners
153075,New travelers
117910,The February Loyals
812804,The Summer-Fall Hybrids
891413,The September Loyals
865406,The September Loyals
376929,The Lost Holiday Drifters
133698,The February Loyals
913866,The June Loyals
