Loyalty#,Behavioral_Cluster_Name
709059,"Gained customers
(Now traveling average)"
886677,"Stable average travelers
(Loyal)"
889671,"Stable average travelers
(Loyal)"
172135,"Consistent low travelers
(Use points)"
178403,"Consistent low travelers
(Use points)"
428536,"Stable average travelers
(Loyal)"
969933,"Points accumulator currently
(2021)"
190236,"Stable average travelers
(Loyal)"
810071,"Stable average travelers
(Loyal)"
983900,"Points accumulator currently
(2021)"
169525,"Stable average travelers
(Loyal)"
270759,"Growing travelers
(Now average)"
514272,"Stable average travelers
(Loyal)"
991210,"Lost custumers
(Traveled more before)"
371152,"Stable average travelers
(Loyal)"
488799,"Stable average travelers
(Loyal)"
766861,"Gained customers
(Now traveling average)"
744406,"Gained customers
(Now traveling average)"
171883,"Points accumulator currently
(2021)"
290902,"Formers Points accumulator
(2020)"
134273,"Formers Points accumulator
(2020)"
984545,"Formers Points accumulator
(2020)"
730641,"Stable average travelers
(Loyal)"
502615,"Consistent low travelers
(Use points)"
228151,"Consistent low travelers
(Use points)"
286065,"Points accumulator currently
(2021)"
385131,"Consistent low travelers
(Use points)"
543460,"Stable average travelers
(Loyal)"
668576,"Growing travelers
(Now average)"
861336,"Points accumulator currently
(2021)"
922351,"Stable average travelers
(Loyal)"
515663,"Stable average travelers
(Loyal)"
230763,"Formers Points accumulator
(2020)"
784356,"Gained customers
(Now traveling average)"
129510,"Consistent low travelers
(Use points)"
486812,Low-travel individuals
640082,"Formers Points accumulator
(2020)"
968608,"Stable average travelers
(Loyal)"
118332,"Stable average travelers
(Loyal)"
239892,"Stable average travelers
(Loyal)"
413347,"Consistent low travelers
(Use points)"
269775,"Gained customers
(Now traveling average)"
324506,"Points accumulator currently
(2021)"
383202,"Stable average travelers
(Loyal)"
585377,"Consistent low travelers
(Use points)"
346384,"Stable average travelers
(Loyal)"
183025,"Points accumulator currently
(2021)"
380294,"Growing travelers
(Now average)"
602361,"Points accumulator currently
(2021)"
573972,"Stable average travelers
(Loyal)"
579581,"Consistent low travelers
(Use points)"
367774,"Stable average travelers
(Loyal)"
352337,"Consistent low travelers
(Use points)"
123083,"Stable average travelers
(Loyal)"
616641,Low-travel individuals
872315,Low-travel individuals
204311,Low-travel individuals
539599,Low-travel individuals
601597,"Lost custumers
(Traveled more before)"
656639,"Points accumulator currently
(2021)"
162485,"Lost custumers
(Traveled more before)"
806283,"Formers Points accumulator
(2020)"
298506,"Consistent low travelers
(Use points)"
700924,"Growing travelers
(Now average)"
865737,"Points accumulator currently
(2021)"
141266,"Formers Points accumulator
(2020)"
502585,"Points accumulator currently
(2021)"
835785,"Formers Points accumulator
(2020)"
211984,"Gained customers
(Now traveling average)"
763248,"Gained customers
(Now traveling average)"
159531,"Points accumulator currently
(2021)"
294273,"Gained customers
(Now traveling average)"
539776,"Growing travelers
(Now average)"
451469,"Formers Points accumulator
(2020)"
278345,"Gained customers
(Now traveling average)"
106964,Low-travel individuals
272839,"Points accumulator currently
(2021)"
535320,"Consistent low travelers
(Use points)"
807134,"Consistent low travelers
(Use points)"
834733,"Points accumulator currently
(2021)"
264723,"Consistent low travelers
(Use points)"
543119,"Stable average travelers
(Loyal)"
301760,"Formers Points accumulator
(2020)"
857159,"Consistent low travelers
(Use points)"
371739,"Stable average travelers
(Loyal)"
661069,"Lost custumers
(Traveled more before)"
820501,"Formers Points accumulator
(2020)"
347982,"Gained customers
(Now traveling average)"
614782,"Growing travelers
(Now average)"
289294,"Points accumulator currently
(2021)"
230429,"Stable average travelers
(Loyal)"
391542,"Stable average travelers
(Loyal)"
125300,"Formers Points accumulator
(2020)"
509746,"Consistent low travelers
(Use points)"
495773,"Formers Points accumulator
(2020)"
545497,"Consistent low travelers
(Use points)"
411116,"Consistent low travelers
(Use points)"
830777,"Consistent low travelers
(Use points)"
319801,"Gained customers
(Now traveling average)"
540628,"Points accumulator currently
(2021)"
978676,"Stable average travelers
(Loyal)"
628096,"Stable average travelers
(Loyal)"
165554,"Gained customers
(Now traveling average)"
286225,"Stable average travelers
(Loyal)"
442525,"Consistent low travelers
(Use points)"
694743,"Growing travelers
(Now average)"
831854,"Gained customers
(Now traveling average)"
809024,"Consistent low travelers
(Use points)"
997189,"Formers Points accumulator
(2020)"
114983,"Consistent low travelers
(Use points)"
651020,"Points accumulator currently
(2021)"
117932,"Growing travelers
(Now average)"
919894,"Formers Points accumulator
(2020)"
270761,"Formers Points accumulator
(2020)"
869116,"Consistent low travelers
(Use points)"
238752,"Formers Points accumulator
(2020)"
480846,"Formers Points accumulator
(2020)"
355839,Low-travel individuals
101547,"Gained customers
(Now traveling average)"
153645,Low-travel individuals
196582,"Points accumulator currently
(2021)"
309364,"Formers Points accumulator
(2020)"
591174,"Growing travelers
(Now average)"
772237,"Stable average travelers
(Loyal)"
671359,"Gained customers
(Now traveling average)"
465603,"Stable average travelers
(Loyal)"
968828,"Gained customers
(Now traveling average)"
725294,"Formers Points accumulator
(2020)"
379572,"Formers Points accumulator
(2020)"
202293,"Formers Points accumulator
(2020)"
779211,"Lost custumers
(Traveled more before)"
192013,"Consistent low travelers
(Use points)"
766562,"Growing travelers
(Now average)"
623478,"Consistent low travelers
(Use points)"
819255,Low-travel individuals
359133,"Consistent low travelers
(Use points)"
337945,"Formers Points accumulator
(2020)"
535544,"Formers Points accumulator
(2020)"
193775,"Growing travelers
(Now average)"
326069,"Consistent low travelers
(Use points)"
874939,"Stable average travelers
(Loyal)"
432302,"Consistent low travelers
(Use points)"
951781,"Growing travelers
(Now average)"
436266,Low-travel individuals
693791,"Growing travelers
(Now average)"
611366,"Consistent low travelers
(Use points)"
816196,"Points accumulator currently
(2021)"
962801,"Consistent low travelers
(Use points)"
117033,"Formers Points accumulator
(2020)"
504078,"Formers Points accumulator
(2020)"
855998,"Gained customers
(Now traveling average)"
742669,"Points accumulator currently
(2021)"
494887,"Consistent low travelers
(Use points)"
895651,"Stable average travelers
(Loyal)"
857629,"Stable average travelers
(Loyal)"
702327,"Points accumulator currently
(2021)"
123830,"Lost custumers
(Traveled more before)"
441623,"Points accumulator currently
(2021)"
246911,Low-travel individuals
120799,"Gained customers
(Now traveling average)"
607769,"Gained customers
(Now traveling average)"
626664,"Formers Points accumulator
(2020)"
695342,"Consistent low travelers
(Use points)"
696329,"Stable average travelers
(Loyal)"
806639,"Stable average travelers
(Loyal)"
976596,"Stable average travelers
(Loyal)"
428523,"Consistent low travelers
(Use points)"
455937,"Points accumulator currently
(2021)"
908301,"Gained customers
(Now traveling average)"
931135,"Points accumulator currently
(2021)"
955130,Low-travel individuals
191638,"Formers Points accumulator
(2020)"
704968,"Points accumulator currently
(2021)"
473194,"Growing travelers
(Now average)"
923333,"Stable average travelers
(Loyal)"
371606,"Consistent low travelers
(Use points)"
907157,"Points accumulator currently
(2021)"
611689,"Stable average travelers
(Loyal)"
830446,"Growing travelers
(Now average)"
741892,"Points accumulator currently
(2021)"
143087,"Points accumulator currently
(2021)"
251436,"Formers Points accumulator
(2020)"
297568,"Formers Points accumulator
(2020)"
187025,"Growing travelers
(Now average)"
167177,"Gained customers
(Now traveling average)"
939752,"Stable average travelers
(Loyal)"
140483,"Points accumulator currently
(2021)"
445338,"Points accumulator currently
(2021)"
122166,"Formers Points accumulator
(2020)"
892066,Low-travel individuals
820406,"Points accumulator currently
(2021)"
887228,"Stable average travelers
(Loyal)"
906836,"Points accumulator currently
(2021)"
872335,"Consistent low travelers
(Use points)"
673399,"Formers Points accumulator
(2020)"
844540,"Formers Points accumulator
(2020)"
199513,"Consistent low travelers
(Use points)"
294172,"Stable average travelers
(Loyal)"
223018,Low-travel individuals
501699,"Growing travelers
(Now average)"
909547,Low-travel individuals
210442,"Gained customers
(Now traveling average)"
475991,"Stable average travelers
(Loyal)"
407340,"Stable average travelers
(Loyal)"
547559,"Growing travelers
(Now average)"
893771,"Points accumulator currently
(2021)"
929009,"Points accumulator currently
(2021)"
646359,"Stable average travelers
(Loyal)"
183523,"Formers Points accumulator
(2020)"
533509,"Stable average travelers
(Loyal)"
517702,"Gained customers
(Now traveling average)"
414164,"Growing travelers
(Now average)"
428565,"Growing travelers
(Now average)"
448142,"Consistent low travelers
(Use points)"
676289,"Consistent low travelers
(Use points)"
747339,"Points accumulator currently
(2021)"
853871,"Points accumulator currently
(2021)"
308591,"Stable average travelers
(Loyal)"
972157,"Stable average travelers
(Loyal)"
702005,"Gained customers
(Now traveling average)"
903146,"Formers Points accumulator
(2020)"
183626,"Consistent low travelers
(Use points)"
184206,"Stable average travelers
(Loyal)"
880681,"Consistent low travelers
(Use points)"
390546,"Points accumulator currently
(2021)"
256486,"Consistent low travelers
(Use points)"
349670,"Points accumulator currently
(2021)"
629995,Low-travel individuals
203409,"Formers Points accumulator
(2020)"
587623,"Consistent low travelers
(Use points)"
931097,"Consistent low travelers
(Use points)"
955649,"Consistent low travelers
(Use points)"
756668,"Gained customers
(Now traveling average)"
408863,"Formers Points accumulator
(2020)"
833305,"Points accumulator currently
(2021)"
939932,"Formers Points accumulator
(2020)"
761114,"Stable average travelers
(Loyal)"
128245,"Lost custumers
(Traveled more before)"
973407,Low-travel individuals
109029,Low-travel individuals
509514,"Stable average travelers
(Loyal)"
193212,"Consistent low travelers
(Use points)"
627970,"Points accumulator currently
(2021)"
911663,"Consistent low travelers
(Use points)"
118365,"Points accumulator currently
(2021)"
716812,"Formers Points accumulator
(2020)"
839263,"Stable average travelers
(Loyal)"
862576,"Points accumulator currently
(2021)"
479593,"Consistent low travelers
(Use points)"
521111,"Formers Points accumulator
(2020)"
861415,"Stable average travelers
(Loyal)"
256755,Low-travel individuals
727047,Low-travel individuals
926967,Low-travel individuals
784962,"Points accumulator currently
(2021)"
997599,"Stable average travelers
(Loyal)"
367697,"Consistent low travelers
(Use points)"
522935,"Consistent low travelers
(Use points)"
982578,"Formers Points accumulator
(2020)"
212695,Low-travel individuals
497648,"Gained customers
(Now traveling average)"
890595,"Points accumulator currently
(2021)"
375265,"Points accumulator currently
(2021)"
794752,"Points accumulator currently
(2021)"
950391,"Formers Points accumulator
(2020)"
325802,"Formers Points accumulator
(2020)"
900801,Low-travel individuals
881304,"Points accumulator currently
(2021)"
780428,"Points accumulator currently
(2021)"
266861,"Consistent low travelers
(Use points)"
137985,"Points accumulator currently
(2021)"
620584,"Consistent low travelers
(Use points)"
812152,"Formers Points accumulator
(2020)"
204926,"Lost custumers
(Traveled more before)"
736459,"Gained customers
(Now traveling average)"
335246,"Gained customers
(Now traveling average)"
153586,"Formers Points accumulator
(2020)"
683910,"Consistent low travelers
(Use points)"
261832,"Points accumulator currently
(2021)"
105214,"Formers Points accumulator
(2020)"
561041,"Consistent low travelers
(Use points)"
462495,"Formers Points accumulator
(2020)"
994219,Low-travel individuals
729581,"Stable average travelers
(Loyal)"
724513,Low-travel individuals
672391,Low-travel individuals
130446,"Growing travelers
(Now average)"
239457,"Formers Points accumulator
(2020)"
357199,"Gained customers
(Now traveling average)"
852855,"Consistent low travelers
(Use points)"
890646,"Gained customers
(Now traveling average)"
114242,"Points accumulator currently
(2021)"
472942,"Stable average travelers
(Loyal)"
346274,"Consistent low travelers
(Use points)"
148289,Low-travel individuals
215719,"Gained customers
(Now traveling average)"
604471,"Lost custumers
(Traveled more before)"
676409,"Consistent low travelers
(Use points)"
852995,"Points accumulator currently
(2021)"
799437,"Formers Points accumulator
(2020)"
893375,"Stable average travelers
(Loyal)"
480200,"Consistent low travelers
(Use points)"
338808,"Gained customers
(Now traveling average)"
