Loyalty#,Value_Based_Cluster_Name
927975,Fly fanatics
928082,Fly fanatics
928116,High-Value Frequent Flyers
928153,Fly fanatics
928238,Long-tenure
928291,Fly fanatics
928292,Fly fanatics
928294,Fly fanatics
928354,Long-tenure
928438,New engaged
928644,New engaged
928734,High-Value Low transactions
928804,Long-tenure
928868,Long-tenure
928916,Long-tenure
928922,High-Value Frequent Flyers
928942,New engaged
928957,New engaged
928964,High-Value Frequent Flyers
929009,New engaged
929097,Long-tenure
929282,New engaged
929302,Fly fanatics
929410,High-Value Frequent Flyers
929451,Long-tenure
929455,New Low-Value Customers
929701,Long-tenure
929707,New Low-Value Customers
929712,Lost Occasional Travelers
929728,Long-tenure
929871,New engaged
929880,New engaged
929885,High-Value Frequent Flyers
929913,Fly fanatics
929980,Long-tenure
930089,New Low-Value Customers
930209,Fly fanatics
930325,High-Value Frequent Flyers
930489,Fly fanatics
930502,Fly fanatics
930562,New engaged
930584,New engaged
930620,New Low-Value Customers
930718,Fly fanatics
930774,High-Value Low transactions
930848,Long-tenure
930893,New engaged
930900,Long-tenure
930921,Long-tenure
931054,New Low-Value Customers
931097,New engaged
931135,Fly fanatics
931183,Long-tenure
931244,Long-tenure
931247,Lost Occasional Travelers
931537,New engaged
931622,New Low-Value Customers
931657,Long-tenure
931914,High-Value Frequent Flyers
932233,New engaged
932244,Reengaged Customers
932249,Long-tenure
932270,Long-tenure
932363,New Low-Value Customers
932405,Fly fanatics
932453,Fly fanatics
932513,New engaged
932526,New Low-Value Customers
932572,Long-tenure
932599,New Low-Value Customers
932623,Fly fanatics
932745,New engaged
932748,Lost Occasional Travelers
932823,Fly fanatics
932973,Fly fanatics
933053,New Low-Value Customers
933187,High-Value Frequent Flyers
933208,High-Value Frequent Flyers
933233,Long-tenure
933251,High-Value Low transactions
933259,High-Value Low transactions
933552,Reengaged Customers
933642,New engaged
933656,Long-tenure
933682,New Low-Value Customers
933707,Long-tenure
933779,Lost Occasional Travelers
933807,New Low-Value Customers
933848,Fly fanatics
933865,Lost Occasional Travelers
933968,New engaged
934134,Long-tenure
934212,Long-tenure
934235,Fly fanatics
934267,Long-tenure
934271,New Low-Value Customers
934280,New engaged
934529,Lost Occasional Travelers
934604,Fly fanatics
934893,Long-tenure
934912,New Low-Value Customers
935068,Long-tenure
935110,New Low-Value Customers
935161,High-Value Frequent Flyers
935235,Long-tenure
935253,New engaged
935274,Long-tenure
935313,High-Value Low transactions
935328,Fly fanatics
935420,Long-tenure
935504,New engaged
935570,High-Value Low transactions
935738,Fly fanatics
935862,High-Value Low transactions
935876,Fly fanatics
936010,Reengaged Customers
936088,Fly fanatics
936211,Long-tenure
936214,Long-tenure
936273,High-Value Frequent Flyers
936305,Long-tenure
936319,Long-tenure
936440,New engaged
936547,Fly fanatics
936570,Fly fanatics
936603,New Low-Value Customers
936612,Lost Occasional Travelers
936723,Lost Occasional Travelers
936761,High-Value Low transactions
937030,Fly fanatics
937065,Long-tenure
937071,High-Value Low transactions
937127,Long-tenure
937163,Long-tenure
937228,Long-tenure
937250,New engaged
937312,Long-tenure
937385,Long-tenure
937418,Long-tenure
937430,Long-tenure
937476,Fly fanatics
937484,New Low-Value Customers
937512,High-Value Frequent Flyers
937638,Long-tenure
937645,Fly fanatics
937662,High-Value Frequent Flyers
937742,Long-tenure
937788,Fly fanatics
937849,Lost Occasional Travelers
937862,New engaged
937911,High-Value Frequent Flyers
937922,Fly fanatics
937946,High-Value Frequent Flyers
937956,High-Value Frequent Flyers
937976,New Low-Value Customers
938031,Long-tenure
938093,New engaged
938323,New engaged
938324,Fly fanatics
938482,Lost Occasional Travelers
938516,Fly fanatics
938603,New engaged
938628,Long-tenure
938636,Long-tenure
938719,Reengaged Customers
938822,New engaged
938873,New engaged
938914,High-Value Frequent Flyers
938981,New Low-Value Customers
939094,High-Value Frequent Flyers
939098,Long-tenure
939103,New engaged
939238,High-Value Low transactions
939289,Lost Occasional Travelers
939319,Long-tenure
939320,New Low-Value Customers
939399,High-Value Frequent Flyers
939428,New engaged
939431,High-Value Low transactions
939466,Long-tenure
939485,Long-tenure
939521,New Low-Value Customers
939562,Fly fanatics
939571,High-Value Frequent Flyers
939683,Long-tenure
939741,Long-tenure
939752,Fly fanatics
939766,New engaged
939856,High-Value Low transactions
939932,Fly fanatics
939961,Long-tenure
939992,New Low-Value Customers
940156,New engaged
940187,New Low-Value Customers
940200,New Low-Value Customers
940213,High-Value Frequent Flyers
940249,New engaged
940256,Fly fanatics
940711,Fly fanatics
940760,Long-tenure
940796,Long-tenure
940822,Long-tenure
940904,New Low-Value Customers
941064,Long-tenure
941092,New Low-Value Customers
941109,Long-tenure
941122,Lost Occasional Travelers
941127,Long-tenure
941170,Fly fanatics
941194,New Low-Value Customers
941324,High-Value Low transactions
941361,Long-tenure
941380,Fly fanatics
941545,High-Value Low transactions
941621,Lost Occasional Travelers
941679,Long-tenure
941683,High-Value Frequent Flyers
941719,Lost Occasional Travelers
941852,High-Value Frequent Flyers
941865,Long-tenure
941882,Long-tenure
941984,New engaged
942017,Lost Occasional Travelers
942083,New engaged
942102,New engaged
942189,High-Value Low transactions
942191,New Low-Value Customers
942194,New Low-Value Customers
942355,Long-tenure
942403,New engaged
942413,New engaged
942535,High-Value Frequent Flyers
942601,High-Value Frequent Flyers
942681,Long-tenure
942685,Lost Occasional Travelers
942703,New engaged
942779,Fly fanatics
942819,Long-tenure
942926,New engaged
942984,New Low-Value Customers
943048,New engaged
943068,Long-tenure
943195,Lost Occasional Travelers
943211,New engaged
943236,New Low-Value Customers
943380,New engaged
943425,Reengaged Customers
943460,Fly fanatics
943553,Fly fanatics
943602,New Low-Value Customers
943647,High-Value Frequent Flyers
943668,New Low-Value Customers
943756,Long-tenure
943775,Long-tenure
943804,New engaged
943997,New Low-Value Customers
944035,New engaged
944093,Fly fanatics
944124,Fly fanatics
944243,New Low-Value Customers
944261,Fly fanatics
944355,Long-tenure
944454,New Low-Value Customers
944491,Lost Occasional Travelers
944506,High-Value Frequent Flyers
944541,High-Value Frequent Flyers
944636,High-Value Frequent Flyers
944702,High-Value Frequent Flyers
944750,Fly fanatics
944810,Long-tenure
944821,New engaged
944855,Long-tenure
944980,Long-tenure
945014,New engaged
945015,High-Value Frequent Flyers
945037,High-Value Low transactions
945064,Long-tenure
945091,Fly fanatics
945133,Long-tenure
945166,Long-tenure
945199,New Low-Value Customers
945379,New Low-Value Customers
945430,Long-tenure
945455,Lost Occasional Travelers
945479,Fly fanatics
945485,Long-tenure
945703,New Low-Value Customers
945761,Lost Occasional Travelers
945765,High-Value Frequent Flyers
945780,New engaged
945834,New Low-Value Customers
945974,Fly fanatics
945996,High-Value Frequent Flyers
946001,New engaged
946061,Long-tenure
946070,Fly fanatics
946172,Lost Occasional Travelers
946258,New engaged
946525,Long-tenure
946645,Lost Occasional Travelers
946771,Long-tenure
946816,High-Value Frequent Flyers
946932,New Low-Value Customers
946963,Lost Occasional Travelers
946998,Long-tenure
947001,High-Value Frequent Flyers
947026,High-Value Frequent Flyers
947099,Long-tenure
947123,Lost Occasional Travelers
947158,New engaged
947234,New Low-Value Customers
947367,New engaged
947408,Fly fanatics
947467,New engaged
947497,High-Value Low transactions
947620,New engaged
947635,Fly fanatics
947641,New Low-Value Customers
947679,New Low-Value Customers
947711,Fly fanatics
947750,New engaged
947763,High-Value Low transactions
947863,New engaged
947868,Long-tenure
947876,Fly fanatics
947906,Fly fanatics
948051,New engaged
948053,Long-tenure
948117,Fly fanatics
948145,Long-tenure
948325,New engaged
948327,New Low-Value Customers
948404,New engaged
948489,Long-tenure
948576,High-Value Frequent Flyers
948591,New engaged
948616,Long-tenure
948658,New Low-Value Customers
948662,Long-tenure
948693,High-Value Frequent Flyers
948714,Long-tenure
948747,Long-tenure
948783,New engaged
948785,New engaged
948815,New engaged
948825,Long-tenure
948831,Fly fanatics
948950,Long-tenure
949134,Long-tenure
949175,Long-tenure
949290,High-Value Frequent Flyers
949406,Fly fanatics
949612,New Low-Value Customers
949821,High-Value Low transactions
949829,Long-tenure
949890,Long-tenure
949952,Long-tenure
949974,New Low-Value Customers
950029,Long-tenure
950107,High-Value Low transactions
950193,Long-tenure
950213,Long-tenure
950216,New Low-Value Customers
950252,New Low-Value Customers
950336,Fly fanatics
950356,Fly fanatics
950390,Lost Occasional Travelers
950391,Fly fanatics
950393,New engaged
950403,New engaged
950437,Long-tenure
950445,Long-tenure
950446,High-Value Frequent Flyers
950467,Fly fanatics
950593,New engaged
950660,Fly fanatics
950707,High-Value Frequent Flyers
950832,Fly fanatics
950896,Reengaged Customers
950914,New engaged
950915,New engaged
950933,Fly fanatics
951116,New Low-Value Customers
951226,Long-tenure
951389,Long-tenure
951458,New engaged
951546,New engaged
951616,Long-tenure
951624,Fly fanatics
951712,Fly fanatics
951719,Long-tenure
951746,High-Value Low transactions
951781,New engaged
951879,New Low-Value Customers
951941,Fly fanatics
951954,New engaged
952003,Long-tenure
952026,Long-tenure
952077,Long-tenure
952093,Long-tenure
952222,Long-tenure
952322,Fly fanatics
952326,High-Value Frequent Flyers
952393,New Low-Value Customers
952493,Fly fanatics
952532,New Low-Value Customers
952545,Long-tenure
952573,Lost Occasional Travelers
952582,New Low-Value Customers
952602,High-Value Low transactions
952629,Fly fanatics
952641,Long-tenure
952672,New Low-Value Customers
952696,High-Value Low transactions
952717,Fly fanatics
952730,Fly fanatics
952911,High-Value Low transactions
952938,Fly fanatics
952955,Fly fanatics
952959,Long-tenure
953097,Long-tenure
953198,Fly fanatics
953210,Lost Occasional Travelers
953281,New engaged
953307,New Low-Value Customers
953341,Long-tenure
953420,New Low-Value Customers
953431,Long-tenure
953448,New Low-Value Customers
953612,Reengaged Customers
953614,High-Value Frequent Flyers
953673,Long-tenure
953693,High-Value Frequent Flyers
953757,New Low-Value Customers
953784,New Low-Value Customers
953795,New engaged
953892,New Low-Value Customers
953927,New Low-Value Customers
954174,New engaged
954231,Fly fanatics
954293,New Low-Value Customers
954329,New Low-Value Customers
954424,Fly fanatics
954453,New engaged
954558,New engaged
954570,New engaged
954587,High-Value Low transactions
954718,New engaged
954750,New engaged
954836,High-Value Frequent Flyers
954952,Long-tenure
954973,New engaged
955087,High-Value Low transactions
955130,Reengaged Customers
955178,New engaged
955292,New Low-Value Customers
955424,New engaged
955448,New Low-Value Customers
955463,High-Value Frequent Flyers
955479,Long-tenure
955533,New Low-Value Customers
955567,New Low-Value Customers
955633,Long-tenure
955649,Long-tenure
955652,High-Value Frequent Flyers
955666,Fly fanatics
955716,Long-tenure
955720,Fly fanatics
955750,High-Value Frequent Flyers
955773,New Low-Value Customers
955991,Long-tenure
956005,Fly fanatics
956071,Fly fanatics
956081,Lost Occasional Travelers
956144,Long-tenure
956191,New engaged
956402,Long-tenure
956438,Long-tenure
956477,Long-tenure
956558,New Low-Value Customers
956619,New engaged
956630,New Low-Value Customers
956843,New engaged
956861,Fly fanatics
956908,New engaged
956946,Fly fanatics
957008,New engaged
957061,Long-tenure
957127,Long-tenure
957214,New engaged
957276,Lost Occasional Travelers
957325,New Low-Value Customers
957377,New Low-Value Customers
957413,Long-tenure
957419,Long-tenure
957452,Long-tenure
957557,Long-tenure
957571,Fly fanatics
957572,Long-tenure
957628,New engaged
957686,Long-tenure
957764,Fly fanatics
957881,Long-tenure
957901,New Low-Value Customers
957912,Fly fanatics
958005,Long-tenure
958026,New engaged
958059,Long-tenure
958143,Long-tenure
958224,New engaged
958243,New engaged
958274,Fly fanatics
958283,High-Value Low transactions
958299,High-Value Low transactions
958472,New engaged
958518,New Low-Value Customers
958544,High-Value Frequent Flyers
958687,Fly fanatics
958709,Long-tenure
958743,New Low-Value Customers
958767,Long-tenure
958791,New engaged
958800,New engaged
958839,New Low-Value Customers
958915,High-Value Frequent Flyers
958923,Long-tenure
958931,New engaged
958941,New Low-Value Customers
959044,Long-tenure
959059,Long-tenure
959137,New engaged
959192,Fly fanatics
959280,Fly fanatics
959364,New Low-Value Customers
959402,New engaged
959453,New Low-Value Customers
959478,New engaged
959514,New Low-Value Customers
959673,New engaged
959728,New Low-Value Customers
959778,New Low-Value Customers
959793,High-Value Frequent Flyers
959821,Long-tenure
959977,New Low-Value Customers
960005,Long-tenure
960082,Fly fanatics
960195,New engaged
960253,New Low-Value Customers
960309,New Low-Value Customers
960417,High-Value Low transactions
960441,High-Value Frequent Flyers
960629,Long-tenure
960708,New engaged
960913,Fly fanatics
960934,Long-tenure
961177,New Low-Value Customers
961213,Reengaged Customers
961218,Long-tenure
961331,High-Value Frequent Flyers
961427,Long-tenure
961463,New engaged
961533,High-Value Low transactions
961595,Long-tenure
961639,Fly fanatics
961650,Lost Occasional Travelers
961682,New engaged
961837,Long-tenure
961961,High-Value Frequent Flyers
961965,High-Value Frequent Flyers
961978,Long-tenure
962011,New engaged
962267,New Low-Value Customers
962278,New Low-Value Customers
962455,Long-tenure
962472,Reengaged Customers
962566,New Low-Value Customers
962637,New engaged
962657,Fly fanatics
962661,New engaged
962730,New engaged
962801,New engaged
962989,High-Value Frequent Flyers
963016,Long-tenure
963036,Fly fanatics
963067,High-Value Frequent Flyers
963100,Long-tenure
963170,New Low-Value Customers
963410,Long-tenure
963464,New engaged
963473,Long-tenure
963487,Fly fanatics
963502,New engaged
963523,Fly fanatics
963541,New Low-Value Customers
963595,New engaged
963619,New Low-Value Customers
963642,New engaged
963644,New Low-Value Customers
963690,High-Value Low transactions
963757,Long-tenure
963814,Fly fanatics
963985,Fly fanatics
964047,New engaged
964151,High-Value Low transactions
964159,Long-tenure
964206,New Low-Value Customers
964744,New Low-Value Customers
964789,Long-tenure
964791,New Low-Value Customers
965012,Long-tenure
965066,New Low-Value Customers
965079,New engaged
965116,Long-tenure
965154,New Low-Value Customers
965254,New Low-Value Customers
965482,New engaged
965590,New engaged
965674,Fly fanatics
965688,New engaged
965698,Fly fanatics
965713,High-Value Frequent Flyers
965751,High-Value Low transactions
965758,New engaged
965948,Fly fanatics
966059,Long-tenure
966089,New Low-Value Customers
966117,Long-tenure
